Datetime,Date,Time,TEMPERATURE_CONSIGNE [R],TEMPERATURE_REPRISE [R],HYGROMETRIE_CONSIGNE [I],HYGROMETRIE_CELLULE [R],CONSIGNE_CO2 [I],CO2 [R],IRRADIANCE [I],HUMIDIFICATEUR [I],V2V_DESHUMIDIF [B],DESHUMIDIFICATEUR [B],V2V_AIR_VICIE [B],V2V_EAU_PLUIE [I],V2V_CAPTAGE_CO2 [B],V2V_INJECTION_CO2 [B],V2V_ABSORBTION_CO2 [B],V2V_INJ_AIR_NEUF [B]
1677011059.0,0.0,0.0,20.5,20.1799996,92.0,91.13333333333334,487.0,486.8666666666667,10942.0,25.266666666666666,1.0,1.0,1.0,100.0,0.5333333333333333,0.7333333333333333,0.5333333333333333,1.0
1677011359.0,0.0,0.0,20.071428571428573,20.10476161904762,91.14285714285714,89.42857142857143,487.0,486.3333333333333,10942.0,18.761904761904763,0.9523809523809524,0.9523809523809524,1.0,100.0,0.9523809523809524,0.5714285714285714,0.9523809523809524,1.0
1677011659.0,0.0,0.0,20.0,19.76470541176471,91.0,89.29411764705883,487.0,486.9411764705882,10942.0,30.823529411764707,1.0,1.0,1.0,100.0,0.5882352941176471,0.7647058823529411,0.5882352941176471,1.0
1677011960.0,0.0,0.0,19.48235294117647,19.700000294117647,91.6470588235294,87.6470588235294,487.0,487.2352941176471,10942.0,29.0,1.0,1.0,1.0,100.0,0.6470588235294118,0.7647058823529411,0.6470588235294118,1.0
1677012260.0,0.0,0.0,19.2,19.035714285714285,92.0,89.71428571428571,487.0,485.6428571428572,10942.0,31.142857142857142,1.0,1.0,1.0,100.0,1.0,0.3571428571428571,1.0,1.0
1677012560.0,0.0,0.0,19.376470588235293,19.11764711764706,92.58823529411764,91.6470588235294,487.0,486.88235294117646,10942.0,23.11764705882353,1.0,1.0,1.0,100.0,0.6470588235294118,0.8823529411764706,0.6470588235294118,1.0
1677012860.0,0.0,0.0,19.5,19.21666683333333,93.0,92.41666666666669,487.0,486.3333333333333,10942.0,22.666666666666668,1.0,1.0,1.0,100.0,0.9166666666666666,0.4166666666666667,0.9166666666666666,1.0
1677013160.0,0.0,0.0,19.430434782608696,19.19130404347826,93.0,91.52173913043478,487.0,486.4347826086956,10942.0,26.43478260869565,1.0,1.0,1.0,100.0,0.5652173913043478,0.6086956521739131,0.5652173913043478,1.0
1677013460.0,0.0,0.0,19.4,19.071428571428573,93.0,92.60714285714286,487.0,487.1071428571428,10942.0,22.357142857142858,1.0,1.0,1.0,100.0,0.8928571428571429,0.7142857142857143,0.8928571428571429,1.0
1677013761.0,0.0,0.0,19.066666666666663,19.008333416666662,93.0,90.58333333333331,487.0,485.5833333333333,10942.0,27.08333333333333,1.0,1.0,1.0,100.0,0.75,0.5,0.75,1.0
1677014061.0,0.0,0.0,18.9,18.625000300000004,93.0,91.5,487.0,486.95,10942.0,30.1,1.0,1.0,1.0,100.0,0.8,0.7,0.8,1.0
1677014361.0,0.0,0.0,18.78,18.57000015,93.0,91.9,487.0,486.65,10942.0,23.15,1.0,1.0,1.0,100.0,0.75,0.65,0.75,1.0
1677014661.0,0.0,0.0,18.7,18.46296296296296,93.0,91.55555555555556,487.0,487.55555555555554,10942.0,25.62962962962963,1.0,1.0,1.0,100.0,0.5185185185185185,0.925925925925926,0.5185185185185185,1.0
1677014961.0,0.0,0.0,18.46818181818181,18.363636045454545,93.0,91.72727272727272,487.0,485.9090909090909,10942.0,19.772727272727277,1.0,1.0,1.0,100.0,1.0,0.4090909090909091,1.0,1.0
1677015262.0,0.0,0.0,18.4,18.166667,93.0,91.22222222222224,487.0,486.72222222222223,10942.0,28.72222222222222,1.0,1.0,1.0,100.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
1677015562.0,0.0,0.0,18.23,18.10500005,93.85,90.35,487.0,487.35,10942.0,38.9,1.0,1.0,1.0,100.0,0.7,0.75,0.7,1.0
